"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2119","Login","Suite1","Thu Sep 25 12:16:20 UTC 2025","passed","Thu Sep 25 12:16:23 UTC 2025","com.abc.LoginTest","Full package","com.abc.LoginTest","testLogin"
